Country,Year,SocialContribRate,GDP_perCapita_PPP,RelWealth,Core_EU,All_EU,Post_Socialist,LATAM,Colonizer,Post1945_Colony
El Salvador,1992,17.982317820471327,28163.02589389184,195.37401031756224,0,0,0,1,0,0
El Salvador,1993,20.342571226249007,23815.998881385938,157.8958757472081,0,0,0,1,0,0
El Salvador,1994,18.416837779086535,28416.194056171953,186.9374849625434,0,0,0,1,0,0
El Salvador,1995,17.426999711540343,29893.015282825218,193.24701470441764,0,0,0,1,0,0
El Salvador,1996,22.837797089216448,26162.0679133137,166.9988109105114,0,0,0,1,0,0
El Salvador,1997,17.31935220177224,32493.9514043062,203.20720636103187,0,0,0,1,0,0
El Salvador,1998,18.190360868915892,35389.113612180336,215.73120442821175,0,0,0,1,0,0
El Salvador,1999,19.08453684611353,30661.183858950506,185.0676534073806,0,0,0,1,0,0
El Salvador,2000,20.024963482501295,32684.312426089768,192.90502436886948,0,0,0,1,0,0
El Salvador,2001,16.16517371711161,32469.96197010216,187.1980501369648,0,0,0,1,0,0
El Salvador,2002,22.999643592704125,27266.6124634366,156.5523536527432,0,0,0,1,0,0
El Salvador,2003,19.15744012407512,31186.165993147086,170.2596794446668,0,0,0,1,0,0
El Salvador,2004,23.97712007265745,34715.944938073684,191.91198065724208,0,0,0,1,0,0
El Salvador,2005,17.898786770886808,34836.12737311388,184.31434894225902,0,0,0,1,0,0
El Salvador,2006,19.06808939711916,33187.21663283467,173.2854163037777,0,0,0,1,0,0
El Salvador,2007,19.303951167962758,32576.224802276993,169.26716106399138,0,0,0,1,0,0
El Salvador,2008,23.93043582821166,36209.34482583405,183.92551990850487,0,0,0,1,0,0
El Salvador,2009,13.198706789159237,36824.34166754654,177.81998397879778,0,0,0,1,0,0
El Salvador,2010,21.251250043976597,49494.93275573967,237.98413610601057,0,0,0,1,0,0
El Salvador,2011,14.987021334815033,47596.25459362271,223.62574296356263,0,0,0,1,0,0
El Salvador,2012,20.90302012532182,38564.66800353792,181.38476003090312,0,0,0,1,0,0
Eritrea,1990,23.393231745852344,16917.693441192234,123.57361826574993,0,0,0,0,0,0
Eritrea,1991,16.538746625433042,21543.086140291576,152.48196009232186,0,0,0,0,0,0
Eritrea,1992,21.31582073377782,20228.5089868328,140.33026629995507,0,0,0,0,0,0
Eritrea,1993,20.330650562716844,18454.820429947205,122.35220735677194,0,0,0,0,0,0
Eritrea,1994,23.51264676174496,16127.966866283332,106.09871109348659,0,0,0,0,0,0
Eritrea,1995,17.223832139525168,17475.372385416063,112.97165951237898,0,0,0,0,0,0
Eritrea,1996,22.456760726626914,21063.999436125487,134.4566060491925,0,0,0,0,0,0
Eritrea,1997,23.449281288679654,19824.519058759928,123.97646211927831,0,0,0,0,0,0
Eritrea,1998,23.825935360147742,23141.167116546145,141.06801059320043,0,0,0,0,0,0
Eritrea,1999,23.294421031486475,19417.827787303147,117.20394879063967,0,0,0,0,0,0
Eritrea,2000,25.241845558522343,21331.47320309921,125.8997987910262,0,0,0,0,0,0
Eritrea,2001,19.021781198115384,21044.65620506196,121.3280942865848,0,0,0,0,0,0
Eritrea,2002,20.717073501042183,20442.9854087574,117.37422408893872,0,0,0,0,0,0
Eritrea,2003,21.350992198230337,23235.750125194325,126.8546883525627,0,0,0,0,0,0
Eritrea,2004,21.889726972943993,23428.113985416887,129.51212378131137,0,0,0,0,0,0
Eritrea,2005,17.333412863374207,22573.24410893626,119.4327011981347,0,0,0,0,0,0
Eritrea,2006,22.983569328260078,21392.42098765212,111.69947204681678,0,0,0,0,0,0
Eritrea,2007,14.164872668010316,25180.0428556667,130.83635060593107,0,0,0,0,0,0
Eritrea,2008,25.208405196814923,27349.406876455334,138.92142769046686,0,0,0,0,0,0
Eritrea,2009,20.898113951946772,23276.11702420411,112.39735916257479,0,0,0,0,0,0
Eritrea,2010,21.686062838106917,24329.112783208366,116.98051831914272,0,0,0,0,0,0
Eritrea,2011,19.685315249485647,23159.81374622418,108.81382579609635,0,0,0,0,0,0
Eritrea,2012,23.137322835263706,29287.2103041369,137.74923752755032,0,0,0,0,0,0
Estonia,1990,27.671670668963312,2221.0187709328948,16.223211912095316,0,1,1,0,0,0
Estonia,1991,23.23803697837664,2153.259556944978,15.24077078336609,0,1,1,0,0,0
Estonia,1992,25.062204531898853,2666.8725240869935,18.50076699853481,0,1,1,0,0,0
Estonia,1993,25.48148401092787,2092.049149275195,13.86991720045738,0,1,1,0,0,0
Estonia,1994,22.640755710584145,2869.1066191690957,18.874574632219744,0,1,1,0,0,0
Estonia,1995,21.66496346940801,2679.640419198375,17.322859758108663,0,1,1,0,0,0
Estonia,1996,27.58959901851149,2540.0874674405786,16.213993025199695,0,1,1,0,0,0
Estonia,1997,28.07669900876222,2685.320293284436,16.793169540796512,0,1,1,0,0,0
Estonia,1998,30.78389430492326,2796.6075249137048,17.048053711494564,0,1,1,0,0,0
Estonia,1999,23.834138377827266,2338.2095969796874,14.11318510329886,0,1,1,0,0,0
Estonia,2000,21.30089498944997,2502.8334362884275,14.771892359988739,0,1,1,0,0,0
Estonia,2001,24.797349959081178,2573.221136350058,14.835310855599385,0,1,1,0,0,0
Estonia,2002,25.28984334218728,2969.8366087633567,17.051436502772134,0,1,1,0,0,0
Estonia,2003,23.264673409200345,2647.380837189346,14.45327433987425,0,1,1,0,0,0
Estonia,2004,26.973239350932726,2744.0841600324643,15.169474061022518,0,1,1,0,0,0
Estonia,2005,23.465652808214855,2825.965536163136,14.951891533533912,0,1,1,0,0,0
Estonia,2006,21.933788442408993,3326.4560501306255,17.368926350177933,0,1,1,0,0,0
Estonia,2007,28.50219927176962,3439.288740184031,17.87066011067099,0,1,1,0,0,0
Estonia,2008,26.47962615212642,3336.251985305101,16.946506044075818,0,1,1,0,0,0
Estonia,2009,22.900264151410028,2714.301796286065,13.107012374767802,0,1,1,0,0,0
Estonia,2010,20.53686035557959,3470.73686911843,16.688179364232894,0,1,1,0,0,0
Estonia,2011,26.831027555262935,3548.914483654704,16.674182556956225,0,1,1,0,0,0
Estonia,2012,20.461429282356765,2938.563278525857,13.82121570610016,0,1,1,0,0,0
Eswatini,1990,20.033697788207142,36161.28961519098,264.13656296812087,0,0,0,0,0,0
Eswatini,1991,17.138384780338196,40074.68193388249,283.6485920151484,0,0,0,0,0,0
Eswatini,1992,20.178577280633714,37287.93614331996,258.6758130405877,0,0,0,0,0,0
Eswatini,1993,17.548554297072865,43724.9728727768,289.88886496656744,0,0,0,0,0,0
Eswatini,1994,16.323891492514,39841.78321809579,262.10134743910294,0,0,0,0,0,0
Eswatini,1995,16.17028744369179,44751.96653676085,289.30450319442247,0,0,0,0,0,0
Eswatini,1996,16.939598430725848,54982.96179526835,350.96955143500674,0,0,0,0,0,0
Eswatini,1997,18.9731975081301,35176.85954065553,219.9852910121519,0,0,0,0,0,0
Eswatini,1998,21.88843205097931,45404.28785870366,276.78347113480845,0,0,0,0,0,0
Eswatini,1999,15.939538854778036,48025.03889135811,289.87404052330214,0,0,0,0,0,0
Eswatini,2000,19.498207342095302,46259.678523880706,273.0277540065993,0,0,0,0,0,0
Eswatini,2001,22.86747770567642,39112.357660888505,225.4932450219581,0,0,0,0,0,0
Eswatini,2002,22.796035092446765,45594.76495064231,261.7841793452845,0,0,0,0,0,0
Eswatini,2003,20.148959033399592,52570.56744772578,287.00700059894706,0,0,0,0,0,0
Eswatini,2004,19.788181123320225,57849.92969822428,319.7981391280679,0,0,0,0,0,0
Eswatini,2005,17.63084308779535,56272.08107093127,297.72976413616846,0,0,0,0,0,0
Eswatini,2006,16.381742471233334,55708.167110476046,290.8774494727706,0,0,0,0,0,0
Eswatini,2007,24.141437016267304,52908.75281602774,274.91566131320087,0,0,0,0,0,0
Eswatini,2008,18.76325974936191,51526.20618936844,261.7275818680632,0,0,0,0,0,0
Eswatini,2009,17.14371242975749,57642.30722185719,278.3472475687166,0,0,0,0,0,0
Eswatini,2010,19.724955743353043,61212.41255341404,294.3247380975506,0,0,0,0,0,0
Eswatini,2011,18.507903623712156,54072.62100337543,254.05423492055928,0,0,0,0,0,0
Eswatini,2012,20.56078897514936,54308.087717325994,255.432238064145,0,0,0,0,0,0
Faroe Islands,1990,21.394809953657727,37130.92541901759,271.21917178210515,0,0,0,0,0,0
Faroe Islands,1991,22.774071935013822,33056.32519257621,233.9726641758207,0,0,0,0,0,0
Faroe Islands,1992,20.35806772955279,35824.49009030058,248.5235188468087,0,0,0,0,0,0
Faroe Islands,1993,19.91500603036031,39877.997942253205,264.3840990880586,0,0,0,0,0,0
Faroe Islands,1994,17.45227495008508,37834.10229354547,248.89370879823454,0,0,0,0,0,0
Faroe Islands,1995,23.60556069157986,37986.174858743005,245.56622415101882,0,0,0,0,0,0
Faroe Islands,1996,16.831689266069475,36508.13385259412,233.04025362774848,0,0,0,0,0,0
Faroe Islands,1997,19.336137396914296,37630.197100129335,235.32771168356325,0,0,0,0,0,0
Faroe Islands,1998,14.980507514126941,35575.28587391132,216.8661061580061,0,0,0,0,0,0
Faroe Islands,1999,14.885110623229698,41183.02848262637,248.57639145802568,0,0,0,0,0,0
Faroe Islands,2000,15.056695026300304,38225.185086210615,225.60762987548588,0,0,0,0,0,0
Faroe Islands,2001,20.97930785437044,40425.491101045685,233.06381192910175,0,0,0,0,0,0
Faroe Islands,2002,24.14210708096416,49387.261193552935,283.55894927106834,0,0,0,0,0,0
Faroe Islands,2003,20.518711750471205,55277.05537604268,301.7829678402345,0,0,0,0,0,0
Faroe Islands,2004,18.68401672963011,51774.072456596696,286.2104087778971,0,0,0,0,0,0
Faroe Islands,2005,24.18308216667962,50204.678017360406,265.6277617634165,0,0,0,0,0,0
Faroe Islands,2006,21.801719154556913,50463.13206585617,263.49075744341775,0,0,0,0,0,0
Faroe Islands,2007,16.56440014147358,45181.44817114694,234.76432616450236,0,0,0,0,0,0
Faroe Islands,2008,18.72362708316374,52212.85268137134,265.2154056230205,0,0,0,0,0,0
Faroe Islands,2009,25.642365581807198,48527.386370467575,234.33247347187125,0,0,0,0,0,0
Faroe Islands,2010,16.8935520151956,53590.99955051154,257.67905967317625,0,0,0,0,0,0
Faroe Islands,2011,18.26220233489534,54559.05033431007,256.33966938296135,0,0,0,0,0,0
Faroe Islands,2012,13.357534436901245,55862.98406636391,262.7455254783475,0,0,0,0,0,0
Fiji,1990,26.86810483006398,13881.556009255639,101.39645272479268,0,0,0,0,0,0
Fiji,1991,23.07463606645198,12176.117690636294,86.18255897471377,0,0,0,0,0,0
Fiji,1992,25.201285019300535,14344.898381088353,99.51417631295743,0,0,0,0,0,0
Fiji,1993,18.38058022567322,12095.650588418503,80.19203191528833,0,0,0,0,0,0
Fiji,1994,22.060275845711494,13855.722048996018,91.15062443124037,0,0,0,0,0,0
Fiji,1995,22.21942783765758,15781.62779868095,102.02224266829158,0,0,0,0,0,0
Fiji,1996,22.13103628125801,14174.133904324082,90.47692695973409,0,0,0,0,0,0
Fiji,1997,25.986209695676003,15129.77290587048,94.61695953270035,0,0,0,0,0,0
Fiji,1998,19.58898727159613,15227.849645115315,92.82861336379334,0,0,0,0,0,0
Fiji,1999,21.236903452968757,15982.925138276936,96.47124075619409,0,0,0,0,0,0
Fiji,2000,20.95861178723596,13322.585261312966,78.63080002987793,0,0,0,0,0,0
Fiji,2001,19.039901352710782,15744.42360878132,90.77083006158462,0,0,0,0,0,0
Fiji,2002,18.047213853606948,17995.440122870597,103.32154425234117,0,0,0,0,0,0
Fiji,2003,20.03667457753143,17324.50429398014,94.58246801735672,0,0,0,0,0,0
Fiji,2004,21.745189172975778,17070.120075794042,94.3647237500303,0,0,0,0,0,0
Fiji,2005,21.327866852950077,15116.738384112303,79.98110018246453,0,0,0,0,0,0
Fiji,2006,15.323289765388713,22097.286529291465,115.37989273929257,0,0,0,0,0,0
Fiji,2007,23.79260886818209,17828.517359633453,92.63757656885726,0,0,0,0,0,0
Fiji,2008,22.374946307724908,18853.941597101042,95.76867593851914,0,0,0,0,0,0
Fiji,2009,22.6012506270759,14716.855498060622,71.06579209234722,0,0,0,0,0,0
Fiji,2010,21.37333879596369,17643.920031716214,84.83642329597033,0,0,0,0,0,0
Fiji,2011,27.092255334634327,19367.891109679662,90.9978962844655,0,0,0,0,0,0
Fiji,2012,19.764158748425995,20930.96419306494,98.44653445548175,0,0,0,0,0,0
France,1990,17.672621740169205,7556.690412742897,55.19709762224744,1,1,0,0,1,0
France,1991,26.171477481335415,7256.838280168086,51.36390013144362,1,1,0,0,1,0
France,1992,26.933116830759978,7392.933415996995,51.28664281089607,1,1,0,0,1,0
France,1993,20.812775984301844,9108.297601123426,60.38640803848938,1,1,0,0,1,0
France,1994,25.225669395836604,7777.8463164975665,51.166986893356935,1,1,0,0,1,0
France,1995,17.307346485743178,8331.939553205757,53.862831504982175,1,1,0,0,1,0
France,1996,22.99544167527424,9211.190054015182,58.79725529297536,1,1,0,0,1,0
France,1997,22.637358413362264,9953.836088242433,62.2482381074563,1,1,0,0,1,0
France,1998,25.694980570039874,8578.616860209353,52.295046659325116,1,1,0,0,1,0
France,1999,22.162334461244185,10600.343819284837,63.98255086858947,1,1,0,0,1,0
France,2000,17.714237203602423,9489.819425401625,56.00955662301145,1,1,0,0,1,0
France,2001,24.059928850171687,9056.065542224163,52.210649737683845,1,1,0,0,1,0
France,2002,17.357057107716905,9285.549393591455,53.31335582939985,1,1,0,0,1,0
France,2003,16.486721222624247,14207.573564871784,77.56570401674713,1,1,0,0,1,0
France,2004,20.162494042742725,12805.343346318105,70.78876317414465,1,1,0,0,1,0
France,2005,19.496192439090294,10337.014488400735,54.69207512735006,1,1,0,0,1,0
France,2006,16.980224583546498,11501.426941939775,60.05413402911473,1,1,0,0,1,0
France,2007,26.614695051206986,9026.407876802761,46.90151928854748,1,1,0,0,1,0
France,2008,23.77517349420478,10214.314851397998,51.883655409643715,1,1,0,0,1,0
France,2009,23.678468999887315,10131.423032227378,48.92333167929588,1,1,0,0,1,0
France,2010,19.37804119982329,13633.664199300969,65.55410050645692,1,1,0,0,1,0
France,2011,26.70918461711124,9687.566725284998,45.515961811440796,1,1,0,0,1,0
France,2012,19.61015209020543,13155.130376771876,61.87373806374028,1,1,0,0,1,0
French Guiana,1990,24.426844146791332,1916.542300012109,13.999193648656657,0,0,0,0,0,0
French Guiana,1991,28.39186321164957,1735.0030551622226,12.280351333809495,0,0,0,0,0,0
French Guiana,1992,26.463814161841853,1951.902628192484,13.540840592063825,0,0,0,0,0,0
French Guiana,1993,27.86623283859317,1884.8657875022657,12.496328021590086,0,0,0,0,0,0
French Guiana,1994,22.652458379839036,1780.64223929198,11.714052246874193,0,0,0,0,0,0
French Guiana,1995,19.834951243036627,2090.1067592002423,13.511748072501515,0,0,0,0,0,0
French Guiana,1996,23.851168389436385,1997.3533873779052,12.749590046375808,0,0,0,0,0,0
French Guiana,1997,22.266627555133013,1754.2292275692944,10.970411576475318,0,0,0,0,0,0
French Guiana,1998,27.862964336107357,2037.467138608922,12.42035176726554,0,0,0,0,0,0
French Guiana,1999,28.47001514611776,1968.5736555905228,11.88210176996725,0,0,0,0,0,0
French Guiana,2000,28.577797609149826,2157.441372292793,12.73336501839145,0,0,0,0,0,0
French Guiana,2001,24.59374890559112,2058.867112348753,11.869921784253856,0,0,0,0,0,0
French Guiana,2002,23.967051239259284,2315.1012134054017,13.292246860109486,0,0,0,0,0,0
French Guiana,2003,17.72598334285137,2504.045093487018,13.670738333970736,0,0,0,0,0,0
French Guiana,2004,26.588122061378716,2958.9829189352977,16.35744824796724,0,0,0,0,0,0
French Guiana,2005,22.83702069322619,2328.564222309147,12.320192597997858,0,0,0,0,0,0
French Guiana,2006,26.52940989295014,2216.574499134521,11.573734522552375,0,0,0,0,0,0
French Guiana,2007,23.69270463000305,2724.004972759763,14.154021568239289,0,0,0,0,0,0
French Guiana,2008,21.39610112527215,2810.3361098531946,14.27511413444879,0,0,0,0,0,0
French Guiana,2009,29.95606513388523,2303.0261187129736,11.121015311815043,0,0,0,0,0,0
French Guiana,2010,28.33160223088349,2777.9573968185546,13.35712070736171,0,0,0,0,0,0
French Guiana,2011,21.619491114522567,2452.7530218931747,11.523989051451043,0,0,0,0,0,0
French Guiana,2012,21.77882468742569,2629.3695825303407,12.366956477262256,0,0,0,0,0,0
French Polynesia,1990,17.24669448030698,43491.51383083252,317.67946065537245,0,0,0,0,0,0
French Polynesia,1991,22.980043077335502,52228.32257786658,369.6720584574229,0,0,0,0,0,0
French Polynesia,1992,15.24020348008547,50143.51832762993,347.85822745083703,0,0,0,0,0,0
French Polynesia,1993,16.43088072666645,61557.74651972133,408.117011768621,0,0,0,0,0,0
French Polynesia,1994,18.95296936874446,45394.93973940725,298.6330909810161,0,0,0,0,0,0
French Polynesia,1995,25.130153454817282,53397.36806808465,345.1937475895576,0,0,0,0,0,0
French Polynesia,1996,17.58991156427198,59014.04157577203,376.70090922599167,0,0,0,0,0,0
French Polynesia,1997,19.25941179753595,52341.47532509267,327.32753383195575,0,0,0,0,0,0
French Polynesia,1998,18.68811239252535,67755.78204603036,413.03765412012467,0,0,0,0,0,0
French Polynesia,1999,19.78991640578538,54899.03855776405,331.36477335466014,0,0,0,0,0,0
French Polynesia,2000,19.31957252103498,60665.67884355738,358.0529430482658,0,0,0,0,0,0
French Polynesia,2001,16.860087479359137,60024.81559382876,346.05918076966174,0,0,0,0,0,0
French Polynesia,2002,20.79428224608437,60852.98207527981,349.3898475084915,0,0,0,0,0,0
French Polynesia,2003,16.538464693031468,62390.70322149898,340.6196559446902,0,0,0,0,0,0
French Polynesia,2004,19.35446641756871,60101.3446484187,332.24410605029544,0,0,0,0,0,0
French Polynesia,2005,16.355366798213794,69505.7154011985,367.7475554250371,0,0,0,0,0,0
French Polynesia,2006,23.49440781330064,64026.748042321065,334.31250989917754,0,0,0,0,0,0
French Polynesia,2007,19.539616452736063,58101.67537219828,301.89826178465614,0,0,0,0,0,0
French Polynesia,2008,7.225289837997829,81400.31638434435,413.4732507235434,0,0,0,0,0,0
French Polynesia,2009,16.78442001560243,79016.19338136299,381.5589798723397,0,0,0,0,0,0
French Polynesia,2010,16.54308696568301,76389.42660658619,367.2996544579351,0,0,0,0,0,0
French Polynesia,2011,18.398291167990788,84586.79352571082,397.4217027914424,0,0,0,0,0,0
French Polynesia,2012,14.761086033323291,78524.50910199578,369.33156636285077,0,0,0,0,0,0
French Southern Territories,1990,27.73010997408644,7322.181486274108,53.48415036616318,0,0,0,0,0,0
French Southern Territories,1991,26.739740960138572,5737.270274455694,40.608398041552704,0,0,0,0,0,0
French Southern Territories,1992,16.375065131059145,7258.631165387013,50.354954241805295,0,0,0,0,0,0
French Southern Territories,1993,21.15097917558327,7864.207953685516,52.138312908464215,0,0,0,0,0,0
French Southern Territories,1994,25.021173534345454,8152.0761746927365,53.628878459504215,0,0,0,0,0,0
French Southern Territories,1995,25.406541782099637,6762.22720272362,43.7152360615205,0,0,0,0,0,0
French Southern Territories,1996,26.08118243861752,8011.798468249539,51.141248539128306,0,0,0,0,0,0
French Southern Territories,1997,20.613757779587154,8002.487992780105,50.04510558648284,0,0,0,0,0,0
French Southern Territories,1998,22.244126122383616,8355.940469573914,50.93761661809978,0,0,0,0,0,0
French Southern Territories,1999,20.547597578814344,7956.497060150679,48.0245722747905,0,0,0,0,0,0
French Southern Territories,2000,20.805394648914024,7672.018599209348,45.28077309827495,0,0,0,0,0,0
French Southern Territories,2001,21.276630277663898,9467.816603538753,54.58450517647032,0,0,0,0,0,0
French Southern Territories,2002,21.025853349213158,9985.897472798943,57.33443253348748,0,0,0,0,0,0
French Southern Territories,2003,23.82208307359626,7981.413415818433,43.574221018102065,0,0,0,0,0,0
French Southern Territories,2004,21.138577573297923,8783.763858127408,48.557212619322286,0,0,0,0,0,0
French Southern Territories,2005,17.93382902272048,10848.475032141565,57.39815999492352,0,0,0,0,0,0
French Southern Territories,2006,21.469451003781593,9941.736405292166,51.91028674785032,0,0,0,0,0,0
French Southern Territories,2007,24.009229764740493,10701.242827982831,55.60401809427722,0,0,0,0,0,0
French Southern Territories,2008,20.41006307079087,10450.514542880794,53.08343273969931,0,0,0,0,0,0
French Southern Territories,2009,25.41624800201034,10887.38267204277,52.573763023165895,0,0,0,0,0,0
French Southern Territories,2010,20.667644456040705,10564.911997032663,50.79876493737184,0,0,0,0,0,0
French Southern Territories,2011,21.462501820957087,11235.566656642835,52.78906843953718,0,0,0,0,0,0
French Southern Territories,2012,22.369489097357853,9645.547143358295,45.36679153582506,0,0,0,0,0,0
Gabon,1990,17.27854017536995,9846.73833787881,71.92452616294779,0,0,0,0,0,0
Gabon,1991,19.450714159006523,10123.726771380607,71.65573639201607,0,0,0,0,0,0
Gabon,1992,21.56606246242495,12038.122434590046,83.51149005085333,0,0,0,0,0,0
Gabon,1993,27.681846170150422,11219.244822749593,74.38161612843042,0,0,0,0,0,0
Gabon,1994,22.939966157977846,9735.451418168032,64.0451989977903,0,0,0,0,0,0
Gabon,1995,22.701334289638694,9572.774583481663,61.8843597139231,0,0,0,0,0,0
Gabon,1996,19.152669566426923,13119.309022246325,83.74372446177092,0,0,0,0,0,0
Gabon,1997,21.253129225145596,10266.834598426314,64.20563479517347,0,0,0,0,0,0
Gabon,1998,23.21341436528447,14042.604938324357,85.60338950144234,0,0,0,0,0,0
Gabon,1999,25.815625740898874,10665.59056265249,64.37637329055053,0,0,0,0,0,0
Gabon,2000,27.970151047917177,10094.673315928987,59.57944522800007,0,0,0,0,0,0
Gabon,2001,26.30884324705949,13238.897246465238,76.32579775682835,0,0,0,0,0,0
Gabon,2002,21.98734617729823,10514.280477949394,60.368164838787095,0,0,0,0,0,0
Gabon,2003,18.115300428015587,12479.974215083985,68.1339414984459,0,0,0,0,0,0
Gabon,2004,22.84990956337129,11335.187522260194,62.66164704427937,0,0,0,0,0,0
Gabon,2005,24.8098368615969,13975.242346305944,73.94156264216872,0,0,0,0,0,0
Gabon,2006,20.665315843240304,12770.93753272028,66.6828210220397,0,0,0,0,0,0
Gabon,2007,25.848310484015833,11932.52896145549,62.00182230686996,0,0,0,0,0,0
Gabon,2008,23.063316950351236,14075.968734607415,71.49894261222371,0,0,0,0,0,0
Gabon,2009,25.095201455726095,15383.641877283353,74.28561729224106,0,0,0,0,0,0
Gabon,2010,23.088500757537393,13388.206972326221,64.37388017156238,0,0,0,0,0,0
Gabon,2011,27.11149400332607,14805.715947317936,69.56302039089573,0,0,0,0,0,0
Gabon,2012,24.430612942133187,13930.459471986229,65.520414909695,0,0,0,0,0,0
Gambia,1990,20.059846565931494,33381.85424365697,243.83445223475232,0,0,0,0,0,0
Gambia,1991,21.491972882874876,25026.379950614522,177.13671309830443,0,0,0,0,0,0
Gambia,1992,20.366914807141157,41200.80133047801,285.8203452484301,0,0,0,0,0,0
Gambia,1993,21.242068670749305,31379.434775010595,208.040122899282,0,0,0,0,0,0
Gambia,1994,20.386145765046194,39168.45144868023,257.6717976101882,0,0,0,0,0,0
Gambia,1995,18.309020066323917,35677.1650300774,230.63935069609664,0,0,0,0,0,0
Gambia,1996,21.1232349766167,35776.54761646479,228.37036163309006,0,0,0,0,0,0
Gambia,1997,18.106447638955405,32499.0598185435,203.23915281694855,0,0,0,0,0,0
Gambia,1998,23.48410615763904,44767.594564071755,272.9022037821548,0,0,0,0,0,0
Gambia,1999,15.762030906279206,33585.984466815484,202.72143963012098,0,0,0,0,0,0
Gambia,2000,21.552534989758346,38662.16610432181,228.18672142401076,0,0,0,0,0,0
Gambia,2001,18.981711288567862,33756.605758947866,194.61589709085197,0,0,0,0,0,0
Gambia,2002,22.81337217668133,39429.160000725264,226.3841101985628,0,0,0,0,0,0
Gambia,2003,19.31364586378442,35667.24327907258,194.72394935319303,0,0,0,0,0,0
Gambia,2004,23.148760988811283,41370.2745138142,228.69754334621462,0,0,0,0,0,0
Gambia,2005,16.743664815465845,46604.11418183407,246.57755069769786,0,0,0,0,0,0
Gambia,2006,17.24347847391816,48777.16163819253,254.687545933824,0,0,0,0,0,0
Gambia,2007,17.629545407605015,50494.10167207147,262.36905265679115,0,0,0,0,0,0
Gambia,2008,19.5979548721377,51800.00354179669,263.11833667561797,0,0,0,0,0,0
Gambia,2009,17.6498560901234,65889.07642017746,318.1698295977807,0,0,0,0,0,0
Gambia,2010,16.905795639037617,50411.0193423774,242.38891176244385,0,0,0,0,0,0
Gambia,2011,10.274599851910423,49510.862692785944,232.62131755898045,0,0,0,0,0,0
Gambia,2012,22.27614815804973,52904.15929655149,248.82901203146176,0,0,0,0,0,0
Ghana,1990,29.822434089155735,1859.3777237312743,13.581640655856159,0,0,0,0,0,1
Ghana,1991,24.57400726967437,2136.963382214866,15.125426461356115,0,0,0,0,0,1
Ghana,1992,21.961929200858535,2135.3012566364478,14.813123111024584,0,0,0,0,0,1
Ghana,1993,23.867775451336275,2510.3745867873863,16.643341134187327,0,0,0,0,0,1
Ghana,1994,21.430914000358495,2389.1821291718084,15.717365156711601,0,0,0,0,0,1
Ghana,1995,27.113241106510838,2644.041903708689,17.09272884688395,0,0,0,0,0,1
Ghana,1996,28.216635843171225,2424.9478025353164,15.479028679432957,0,0,0,0,0,1
Ghana,1997,26.69117506551102,2499.999252053691,15.634228585913856,0,0,0,0,0,1
Ghana,1998,25.675961861424902,2191.1139994285827,13.35697941791771,0,0,0,0,0,1
Ghana,1999,24.771947317186026,2558.841715851285,15.44489716939853,0,0,0,0,0,1
Ghana,2000,24.566046731199435,2712.229766590658,16.007763675655763,0,0,0,0,0,1
Ghana,2001,22.352422705109202,2910.348754921254,16.7789421078305,0,0,0,0,0,1
Ghana,2002,27.714842543246235,2955.331342671274,16.968153933288306,0,0,0,0,0,1
Ghana,2003,22.031491652107732,2473.6350467301586,13.504715847787024,0,0,0,0,0,1
Ghana,2004,20.922653432547,2698.9135565493466,14.919768054246916,0,0,0,0,0,1
Ghana,2005,27.20537884592658,2827.0480380441622,14.957618939088874,0,0,0,0,0,1
Ghana,2006,24.000091270136668,3495.447964973939,18.251309306229253,0,0,0,0,0,1
Ghana,2007,26.40470285521127,2987.0289973370977,15.520703257172103,0,0,0,0,0,1
Ghana,2008,21.198342028340612,2485.0828491544607,12.622988823601686,0,0,0,0,0,1
Ghana,2009,21.118310675073303,2546.041518757004,12.294505253130527,0,0,0,0,0,1
Ghana,2010,28.39753288499308,3034.361718358158,14.589977437495849,0,0,0,0,0,1
Ghana,2011,23.073188338327842,2536.021847550149,11.915218427842756,0,0,0,0,0,1
Ghana,2012,24.839362441171307,3627.9200509458947,17.06353099660429,0,0,0,0,0,1
Grenada,1990,25.047960618311915,7486.728299402869,54.686066285913185,0,0,0,1,0,0
Grenada,1991,24.048189879111128,6650.0858730119635,47.0693066952291,0,0,0,1,0,0
Grenada,1992,19.88726584025094,9757.015161799825,67.68687384914604,0,0,0,1,0,0
Grenada,1993,27.180956447730626,9512.916202434522,63.06895806361384,0,0,0,1,0,0
Grenada,1994,20.901348325270177,8459.398989023503,55.65061838248754,0,0,0,1,0,0
Grenada,1995,20.473433098820017,8092.461415148215,52.31469610182058,0,0,0,1,0,0
Grenada,1996,19.248703497981804,8324.694382535648,53.13853888321255,0,0,0,1,0,0
Grenada,1997,19.133419680001907,10387.94337811669,64.96301195994062,0,0,0,1,0,0
Grenada,1998,21.765960737913748,9646.686657958187,58.805975031445946,0,0,0,1,0,0
Grenada,1999,19.853877206529695,11140.329026667825,67.24184430177161,0,0,0,1,0,0
Grenada,2000,23.919944312706424,10164.254638028458,59.99011890105255,0,0,0,1,0,0
Grenada,2001,19.73175485860904,11585.302560835744,66.79238034316715,0,0,0,1,0,0
Grenada,2002,18.481200147075274,9573.253023247142,54.96521780665987,0,0,0,1,0,0
Grenada,2003,25.209122205580474,12992.75995131422,70.93347559614621,0,0,0,1,0,0
